,reaction_id,rxn_smiles,products_run
207,206,[Br:1][C:6]([C:4]([O:3][CH3:2])=[O:5])([CH3:7])[CH3:8].[cH:9]1[cH:10][cH:11][c:12]([NH:13][c:14]2[n:15][c:16]([Cl:17])[cH:18][c:19]([Cl:20])[n:21]2)[cH:22][cH:23]1>CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-].C1COCCO1.[Na]OC(C)=O>[CH3:2][O:3][C:4](=[O:5])[C:6]([CH3:7])([CH3:8])[c:9]1[cH:10][cH:11][c:12]([NH:13][c:14]2[n:15][c:16]([Cl:17])[cH:18][c:19]([Cl:20])[n:21]2)[cH:22][cH:23]1,[CH3:2][O:3][C:4](=[O:5])[C:6]([CH3:7])([CH3:8])[c:9]1[cH:10][cH:11][c:12]([NH:13][c:14]2[n:15][c:16]([Cl:17])[cH:18][c:19]([Cl:20])[n:21]2)[cH:22][cH:23]1.[CH3:2][O:3][C:4](=[O:5])[C:6]([CH3:7])([CH3:8])[c:9]1[cH:10][cH:11][cH:12][cH:13][c:14]1[NH:15][c:16]1[n:17][c:18]([Cl:19])[cH:20][c:21]([Cl:22])[n:23]1.[CH3:2][O:3][C:4](=[O:5])[C:6]([CH3:7])([CH3:8])[c:9]1[cH:10][cH:11][cH:12][c:13]([NH:14][c:15]2[n:16][c:17]([Cl:18])[cH:19][c:20]([Cl:21])[n:22]2)[cH:23]1.[CH3:2][O:3][C:4](=[O:5])[C:6]([CH3:7])([CH3:8])[c:9]1[cH:10][cH:11][cH:12][cH:13][c:14]1[NH:15][c:16]1[n:17][c:18]([Cl:19])[cH:20][c:21]([Cl:22])[n:23]1.[CH3:2][O:3][C:4](=[O:5])[C:6]([CH3:7])([CH3:8])[c:9]1[cH:10][cH:11][cH:12][c:13]([NH:14][c:15]2[n:16][c:17]([Cl:18])[cH:19][c:20]([Cl:21])[n:22]2)[cH:23]1
208,207,[Br:1][C:6]([C:4]([O:3][CH3:2])=[O:5])([CH3:7])[CH3:8].[cH:9]1[cH:10][cH:11][c:12]([NH:13][c:14]2[n:15][cH:16][c:17]([Cl:18])[cH:19][n:20]2)[cH:21][cH:22]1>CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-].CC1=CC=CC=C1.[Na]OC(C)=O>[CH3:2][O:3][C:4](=[O:5])[C:6]([CH3:7])([CH3:8])[c:9]1[cH:10][cH:11][c:12]([NH:13][c:14]2[n:15][cH:16][c:17]([Cl:18])[cH:19][n:20]2)[cH:21][cH:22]1,[CH3:2][O:3][C:4](=[O:5])[C:6]([CH3:7])([CH3:8])[c:9]1[cH:10][cH:11][c:12]([NH:13][c:14]2[n:15][cH:16][c:17]([Cl:18])[cH:19][n:20]2)[cH:21][cH:22]1.[CH3:2][O:3][C:4](=[O:5])[C:6]([CH3:7])([CH3:8])[c:9]1[cH:10][cH:11][cH:12][c:13]([NH:14][c:15]2[n:16][cH:17][c:18]([Cl:19])[cH:20][n:21]2)[cH:22]1.[CH3:2][O:3][C:4](=[O:5])[C:6]([CH3:7])([CH3:8])[c:9]1[cH:10][cH:11][cH:12][cH:13][c:14]1[NH:15][c:16]1[n:17][cH:18][c:19]([Cl:20])[cH:21][n:22]1.[CH3:2][O:3][C:4](=[O:5])[C:6]([CH3:7])([CH3:8])[c:9]1[cH:10][cH:11][cH:12][c:13]([NH:14][c:15]2[n:16][cH:17][c:18]([Cl:19])[cH:20][n:21]2)[cH:22]1.[CH3:2][O:3][C:4](=[O:5])[C:6]([CH3:7])([CH3:8])[c:9]1[cH:10][cH:11][cH:12][cH:13][c:14]1[NH:15][c:16]1[n:17][cH:18][c:19]([Cl:20])[cH:21][n:22]1
209,208,[Br:1][C:6]([C:4]([O:3][CH3:2])=[O:5])([CH3:7])[CH3:8].[cH:9]1[cH:10][cH:11][c:12]([NH:13][c:14]2[n:15][cH:16][c:17]([Cl:18])[cH:19][n:20]2)[cH:21][cH:22]1>CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-].CC1=CC=CC=C1.[Na]OC(C)=O>[CH3:2][O:3][C:4](=[O:5])[C:6]([CH3:7])([CH3:8])[c:9]1[cH:10][cH:11][c:12]([NH:13][c:14]2[n:15][cH:16][c:17]([Cl:18])[cH:19][n:20]2)[cH:21][cH:22]1,[CH3:2][O:3][C:4](=[O:5])[C:6]([CH3:7])([CH3:8])[c:9]1[cH:10][cH:11][c:12]([NH:13][c:14]2[n:15][cH:16][c:17]([Cl:18])[cH:19][n:20]2)[cH:21][cH:22]1.[CH3:2][O:3][C:4](=[O:5])[C:6]([CH3:7])([CH3:8])[c:9]1[cH:10][cH:11][cH:12][c:13]([NH:14][c:15]2[n:16][cH:17][c:18]([Cl:19])[cH:20][n:21]2)[cH:22]1.[CH3:2][O:3][C:4](=[O:5])[C:6]([CH3:7])([CH3:8])[c:9]1[cH:10][cH:11][cH:12][cH:13][c:14]1[NH:15][c:16]1[n:17][cH:18][c:19]([Cl:20])[cH:21][n:22]1.[CH3:2][O:3][C:4](=[O:5])[C:6]([CH3:7])([CH3:8])[c:9]1[cH:10][cH:11][cH:12][c:13]([NH:14][c:15]2[n:16][cH:17][c:18]([Cl:19])[cH:20][n:21]2)[cH:22]1.[CH3:2][O:3][C:4](=[O:5])[C:6]([CH3:7])([CH3:8])[c:9]1[cH:10][cH:11][cH:12][cH:13][c:14]1[NH:15][c:16]1[n:17][cH:18][c:19]([Cl:20])[cH:21][n:22]1
210,209,[Br:1][C:6]([C:4]([O:3][CH3:2])=[O:5])([CH3:7])[CH3:8].[cH:9]1[cH:10][cH:11][c:12]([NH:13][c:14]2[n:15][cH:16][c:17]([Cl:18])[cH:19][n:20]2)[cH:21][cH:22]1>CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-].COC(C)(C)C.[Na]OC(C)=O>[CH3:2][O:3][C:4](=[O:5])[C:6]([CH3:7])([CH3:8])[c:9]1[cH:10][cH:11][c:12]([NH:13][c:14]2[n:15][cH:16][c:17]([Cl:18])[cH:19][n:20]2)[cH:21][cH:22]1,[CH3:2][O:3][C:4](=[O:5])[C:6]([CH3:7])([CH3:8])[c:9]1[cH:10][cH:11][c:12]([NH:13][c:14]2[n:15][cH:16][c:17]([Cl:18])[cH:19][n:20]2)[cH:21][cH:22]1.[CH3:2][O:3][C:4](=[O:5])[C:6]([CH3:7])([CH3:8])[c:9]1[cH:10][cH:11][cH:12][c:13]([NH:14][c:15]2[n:16][cH:17][c:18]([Cl:19])[cH:20][n:21]2)[cH:22]1.[CH3:2][O:3][C:4](=[O:5])[C:6]([CH3:7])([CH3:8])[c:9]1[cH:10][cH:11][cH:12][cH:13][c:14]1[NH:15][c:16]1[n:17][cH:18][c:19]([Cl:20])[cH:21][n:22]1.[CH3:2][O:3][C:4](=[O:5])[C:6]([CH3:7])([CH3:8])[c:9]1[cH:10][cH:11][cH:12][c:13]([NH:14][c:15]2[n:16][cH:17][c:18]([Cl:19])[cH:20][n:21]2)[cH:22]1.[CH3:2][O:3][C:4](=[O:5])[C:6]([CH3:7])([CH3:8])[c:9]1[cH:10][cH:11][cH:12][cH:13][c:14]1[NH:15][c:16]1[n:17][cH:18][c:19]([Cl:20])[cH:21][n:22]1
211,210,[Br:1][C:6]([C:4]([O:3][CH3:2])=[O:5])([CH3:7])[CH3:8].[cH:9]1[cH:10][cH:11][c:12]([NH:13][c:14]2[n:15][cH:16][c:17]([Cl:18])[cH:19][n:20]2)[cH:21][cH:22]1>CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-].COC(C)(C)C.CC1=C(C(O)=O)C(C)=CC(C)=C1>[CH3:2][O:3][C:4](=[O:5])[C:6]([CH3:7])([CH3:8])[c:9]1[cH:10][cH:11][c:12]([NH:13][c:14]2[n:15][cH:16][c:17]([Cl:18])[cH:19][n:20]2)[cH:21][cH:22]1,[CH3:2][O:3][C:4](=[O:5])[C:6]([CH3:7])([CH3:8])[c:9]1[cH:10][cH:11][c:12]([NH:13][c:14]2[n:15][cH:16][c:17]([Cl:18])[cH:19][n:20]2)[cH:21][cH:22]1.[CH3:2][O:3][C:4](=[O:5])[C:6]([CH3:7])([CH3:8])[c:9]1[cH:10][cH:11][cH:12][c:13]([NH:14][c:15]2[n:16][cH:17][c:18]([Cl:19])[cH:20][n:21]2)[cH:22]1.[CH3:2][O:3][C:4](=[O:5])[C:6]([CH3:7])([CH3:8])[c:9]1[cH:10][cH:11][cH:12][cH:13][c:14]1[NH:15][c:16]1[n:17][cH:18][c:19]([Cl:20])[cH:21][n:22]1.[CH3:2][O:3][C:4](=[O:5])[C:6]([CH3:7])([CH3:8])[c:9]1[cH:10][cH:11][cH:12][c:13]([NH:14][c:15]2[n:16][cH:17][c:18]([Cl:19])[cH:20][n:21]2)[cH:22]1.[CH3:2][O:3][C:4](=[O:5])[C:6]([CH3:7])([CH3:8])[c:9]1[cH:10][cH:11][cH:12][cH:13][c:14]1[NH:15][c:16]1[n:17][cH:18][c:19]([Cl:20])[cH:21][n:22]1
212,211,[Br:1][C:6]([C:4]([O:3][CH3:2])=[O:5])([CH3:7])[CH3:8].[cH:9]1[cH:10][cH:11][c:12]([NH:13][c:14]2[n:15][cH:16][c:17]([Cl:18])[cH:19][n:20]2)[cH:21][cH:22]1>CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-].COC(C)(C)C.CC(C)(C(NC(C(C)C)C(O)=O)=O)C>[CH3:2][O:3][C:4](=[O:5])[C:6]([CH3:7])([CH3:8])[c:9]1[cH:10][cH:11][c:12]([NH:13][c:14]2[n:15][cH:16][c:17]([Cl:18])[cH:19][n:20]2)[cH:21][cH:22]1,[CH3:2][O:3][C:4](=[O:5])[C:6]([CH3:7])([CH3:8])[c:9]1[cH:10][cH:11][c:12]([NH:13][c:14]2[n:15][cH:16][c:17]([Cl:18])[cH:19][n:20]2)[cH:21][cH:22]1.[CH3:2][O:3][C:4](=[O:5])[C:6]([CH3:7])([CH3:8])[c:9]1[cH:10][cH:11][cH:12][c:13]([NH:14][c:15]2[n:16][cH:17][c:18]([Cl:19])[cH:20][n:21]2)[cH:22]1.[CH3:2][O:3][C:4](=[O:5])[C:6]([CH3:7])([CH3:8])[c:9]1[cH:10][cH:11][cH:12][cH:13][c:14]1[NH:15][c:16]1[n:17][cH:18][c:19]([Cl:20])[cH:21][n:22]1.[CH3:2][O:3][C:4](=[O:5])[C:6]([CH3:7])([CH3:8])[c:9]1[cH:10][cH:11][cH:12][c:13]([NH:14][c:15]2[n:16][cH:17][c:18]([Cl:19])[cH:20][n:21]2)[cH:22]1.[CH3:2][O:3][C:4](=[O:5])[C:6]([CH3:7])([CH3:8])[c:9]1[cH:10][cH:11][cH:12][cH:13][c:14]1[NH:15][c:16]1[n:17][cH:18][c:19]([Cl:20])[cH:21][n:22]1
213,212,[Br:1][C:6]([C:4]([O:3][CH3:2])=[O:5])([CH3:7])[CH3:8].[cH:9]1[cH:10][cH:11][c:12]([NH:13][c:14]2[n:15][cH:16][c:17]([Cl:18])[cH:19][n:20]2)[cH:21][cH:22]1>CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-].COC(C)(C)C.CNCCNC>[CH3:2][O:3][C:4](=[O:5])[C:6]([CH3:7])([CH3:8])[c:9]1[cH:10][cH:11][c:12]([NH:13][c:14]2[n:15][cH:16][c:17]([Cl:18])[cH:19][n:20]2)[cH:21][cH:22]1,[CH3:2][O:3][C:4](=[O:5])[C:6]([CH3:7])([CH3:8])[c:9]1[cH:10][cH:11][c:12]([NH:13][c:14]2[n:15][cH:16][c:17]([Cl:18])[cH:19][n:20]2)[cH:21][cH:22]1.[CH3:2][O:3][C:4](=[O:5])[C:6]([CH3:7])([CH3:8])[c:9]1[cH:10][cH:11][cH:12][c:13]([NH:14][c:15]2[n:16][cH:17][c:18]([Cl:19])[cH:20][n:21]2)[cH:22]1.[CH3:2][O:3][C:4](=[O:5])[C:6]([CH3:7])([CH3:8])[c:9]1[cH:10][cH:11][cH:12][cH:13][c:14]1[NH:15][c:16]1[n:17][cH:18][c:19]([Cl:20])[cH:21][n:22]1.[CH3:2][O:3][C:4](=[O:5])[C:6]([CH3:7])([CH3:8])[c:9]1[cH:10][cH:11][cH:12][c:13]([NH:14][c:15]2[n:16][cH:17][c:18]([Cl:19])[cH:20][n:21]2)[cH:22]1.[CH3:2][O:3][C:4](=[O:5])[C:6]([CH3:7])([CH3:8])[c:9]1[cH:10][cH:11][cH:12][cH:13][c:14]1[NH:15][c:16]1[n:17][cH:18][c:19]([Cl:20])[cH:21][n:22]1
214,213,[Br:1][C:6]([C:4]([O:3][CH3:2])=[O:5])([CH3:7])[CH3:8].[cH:9]1[cH:10][cH:11][c:12]([NH:13][c:14]2[n:15][cH:16][c:17]([Cl:18])[cH:19][n:20]2)[cH:21][cH:22]1>CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-]>[CH3:2][O:3][C:4](=[O:5])[C:6]([CH3:7])([CH3:8])[c:9]1[cH:10][cH:11][c:12]([NH:13][c:14]2[n:15][cH:16][c:17]([Cl:18])[cH:19][n:20]2)[cH:21][cH:22]1,[CH3:2][O:3][C:4](=[O:5])[C:6]([CH3:7])([CH3:8])[c:9]1[cH:10][cH:11][c:12]([NH:13][c:14]2[n:15][cH:16][c:17]([Cl:18])[cH:19][n:20]2)[cH:21][cH:22]1.[CH3:2][O:3][C:4](=[O:5])[C:6]([CH3:7])([CH3:8])[c:9]1[cH:10][cH:11][cH:12][c:13]([NH:14][c:15]2[n:16][cH:17][c:18]([Cl:19])[cH:20][n:21]2)[cH:22]1.[CH3:2][O:3][C:4](=[O:5])[C:6]([CH3:7])([CH3:8])[c:9]1[cH:10][cH:11][cH:12][cH:13][c:14]1[NH:15][c:16]1[n:17][cH:18][c:19]([Cl:20])[cH:21][n:22]1.[CH3:2][O:3][C:4](=[O:5])[C:6]([CH3:7])([CH3:8])[c:9]1[cH:10][cH:11][cH:12][c:13]([NH:14][c:15]2[n:16][cH:17][c:18]([Cl:19])[cH:20][n:21]2)[cH:22]1.[CH3:2][O:3][C:4](=[O:5])[C:6]([CH3:7])([CH3:8])[c:9]1[cH:10][cH:11][cH:12][cH:13][c:14]1[NH:15][c:16]1[n:17][cH:18][c:19]([Cl:20])[cH:21][n:22]1
215,214,[cH:10]1[cH:11][cH:12][c:13]([C:14]([CH3:15])=[O:16])[cH:17][cH:18]1.[Br:1][C:7]([C:5]([O:4][CH2:3][CH3:2])=[O:6])([F:8])[F:9]>CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-].ClCCCl.CC1=C(C(O)=O)C(C)=CC(C)=C1>[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][c:13]([C:14]([CH3:15])=[O:16])[cH:17][cH:18]1,[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][c:13]([C:14]([CH3:15])=[O:16])[cH:17][cH:18]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][cH:13][cH:14][c:15]1[C:16]([CH3:17])=[O:18].[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][cH:13][c:14]([C:15]([CH3:16])=[O:17])[cH:18]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][cH:13][cH:14][c:15]1[C:16]([CH3:17])=[O:18].[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][cH:13][c:14]([C:15]([CH3:16])=[O:17])[cH:18]1
216,215,[Br:1][C:7]([C:5]([O:4][CH2:3][CH3:2])=[O:6])([F:8])[F:9].[cH:10]1[cH:11][cH:12][cH:13][c:14]([C:15]([CH3:16])=[N:17][c:18]2[cH:19][cH:20][c:21]([O:22][CH3:23])[cH:24][cH:25]2)[cH:26]1>CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-].ClCCCl.CC1=C(C(O)=O)C(C)=CC(C)=C1>[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][c:13]([C:14]([CH3:15])=[N:16][c:17]2[cH:18][cH:19][c:20]([O:21][CH3:22])[cH:23][cH:24]2)[cH:25][cH:26]1,[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][c:13]([C:14]([CH3:15])=[N:16][c:17]2[cH:18][cH:19][c:20]([O:21][CH3:22])[cH:23][cH:24]2)[cH:25][cH:26]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][cH:13][c:14]([C:15]([CH3:16])=[N:17][c:18]2[cH:19][cH:20][c:21]([O:22][CH3:23])[cH:24][cH:25]2)[cH:26]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][cH:13][cH:14][c:15]1[C:16]([CH3:17])=[N:18][c:19]1[cH:20][cH:21][c:22]([O:23][CH3:24])[cH:25][cH:26]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][cH:13][c:14]([C:15]([CH3:16])=[N:17][c:18]2[cH:19][cH:20][c:21]([O:22][CH3:23])[cH:24][cH:25]2)[cH:26]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][cH:13][cH:14][c:15]1[C:16]([CH3:17])=[N:18][c:19]1[cH:20][cH:21][c:22]([O:23][CH3:24])[cH:25][cH:26]1
217,216,[Br:1][C:7]([C:5]([O:4][CH2:3][CH3:2])=[O:6])([F:8])[F:9].[cH:10]1[cH:11][cH:12][c:13]([C:14]([CH3:15])=[N:16][O:17][CH3:18])[cH:19][cH:20]1>CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-].ClCCCl.CC1=C(C(O)=O)C(C)=CC(C)=C1>[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][c:13]([C:14]([CH3:15])=[N:16][O:17][CH3:18])[cH:19][cH:20]1,[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][c:13]([C:14]([CH3:15])=[N:16][O:17][CH3:18])[cH:19][cH:20]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][cH:13][cH:14][c:15]1[C:16]([CH3:17])=[N:18][O:19][CH3:20].[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][cH:13][c:14]([C:15]([CH3:16])=[N:17][O:18][CH3:19])[cH:20]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][cH:13][cH:14][c:15]1[C:16]([CH3:17])=[N:18][O:19][CH3:20].[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][cH:13][c:14]([C:15]([CH3:16])=[N:17][O:18][CH3:19])[cH:20]1
218,217,[cH:10]1[cH:11][cH:12][c:13]([C:14]([CH3:15])=[N:16][O:17][C:18]([CH3:19])=[O:20])[cH:21][cH:22]1.[Br:1][C:7]([C:5]([O:4][CH2:3][CH3:2])=[O:6])([F:8])[F:9]>CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-].ClCCCl.CC1=C(C(O)=O)C(C)=CC(C)=C1>[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][c:13]([C:14]([CH3:15])=[N:16][O:17][C:18]([CH3:19])=[O:20])[cH:21][cH:22]1,[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][c:13]([C:14]([CH3:15])=[N:16][O:17][C:18]([CH3:19])=[O:20])[cH:21][cH:22]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][cH:13][c:14]([C:15]([CH3:16])=[N:17][O:18][C:19]([CH3:20])=[O:21])[cH:22]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][cH:13][cH:14][c:15]1[C:16]([CH3:17])=[N:18][O:19][C:20]([CH3:21])=[O:22].[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][cH:13][c:14]([C:15]([CH3:16])=[N:17][O:18][C:19]([CH3:20])=[O:21])[cH:22]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][cH:13][cH:14][c:15]1[C:16]([CH3:17])=[N:18][O:19][C:20]([CH3:21])=[O:22]
219,218,[cH:10]1[cH:11][cH:12][c:13]([C:14]([CH3:15])=[N:16][O:17][C:18](=[O:19])[C:20]([CH3:21])([CH3:22])[CH3:23])[cH:24][cH:25]1.[Br:1][C:7]([C:5]([O:4][CH2:3][CH3:2])=[O:6])([F:8])[F:9]>CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-].ClCCCl.CC1=C(C(O)=O)C(C)=CC(C)=C1>[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][c:13]([C:14]([CH3:15])=[N:16][O:17][C:18](=[O:19])[C:20]([CH3:21])([CH3:22])[CH3:23])[cH:24][cH:25]1,[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][c:13]([C:14]([CH3:15])=[N:16][O:17][C:18](=[O:19])[C:20]([CH3:21])([CH3:22])[CH3:23])[cH:24][cH:25]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][cH:13][cH:14][c:15]1[C:16]([CH3:17])=[N:18][O:19][C:20](=[O:21])[C:22]([CH3:23])([CH3:24])[CH3:25].[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][cH:13][c:14]([C:15]([CH3:16])=[N:17][O:18][C:19](=[O:20])[C:21]([CH3:22])([CH3:23])[CH3:24])[cH:25]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][cH:13][cH:14][c:15]1[C:16]([CH3:17])=[N:18][O:19][C:20](=[O:21])[C:22]([CH3:23])([CH3:24])[CH3:25].[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][cH:13][c:14]([C:15]([CH3:16])=[N:17][O:18][C:19](=[O:20])[C:21]([CH3:22])([CH3:23])[CH3:24])[cH:25]1
220,219,[Br:1][C:7]([C:5]([O:4][CH2:3][CH3:2])=[O:6])([F:8])[F:9].[cH:10]1[cH:11][cH:12][c:13](-[c:14]2[cH:15][cH:19][cH:18][c:16]([Cl:17])[n:20]2)[cH:21][cH:22]1>CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-].ClCCCl.CC1=C(C(O)=O)C(C)=CC(C)=C1>[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][c:13](-[c:14]2[cH:15][c:16]([Cl:17])[cH:18][cH:19][n:20]2)[cH:21][cH:22]1,[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][c:13](-[c:14]2[cH:15][c:16]([Cl:17])[cH:18][cH:19][n:20]2)[cH:21][cH:22]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][cH:13][cH:14][c:15]1-[c:16]1[cH:17][c:18]([Cl:19])[cH:20][cH:21][n:22]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][cH:13][c:14](-[c:15]2[cH:16][c:17]([Cl:18])[cH:19][cH:20][n:21]2)[cH:22]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][cH:13][cH:14][c:15]1-[c:16]1[cH:17][c:18]([Cl:19])[cH:20][cH:21][n:22]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][cH:13][c:14](-[c:15]2[cH:16][c:17]([Cl:18])[cH:19][cH:20][n:21]2)[cH:22]1
